"23.12.2020","TRD140721T18",104,08,,,,,,,,,,"23.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24.12.2020","TRD140721T18",104,11,,,,,,,,,,"24.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25.12.2020","TRD140721T18",104,13,,,,,,,,,,"25.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26.12.2020","TRD140721T18",104,16,,,,,,,,,,"26.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27.12.2020","TRD140721T18",104,19,,,,,,,,,,"27.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28.12.2020","TRD140721T18",104,21,,,,,,,,,,"28.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.12.2020","TRD140721T18",104,24,,,,,,,,,,"29.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30.12.2020","TRD140721T18",104,26,,,,,,,,,,"30.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31.12.2020","TRD140721T18",104,29,,,,,,,,,,"31.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.01.2021","TRD140721T18",104,32,,,,,,,,,,"1.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.01.2021","TRD140721T18",104,34,,,,,,,,,,"2.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.01.2021","TRD140721T18",104,37,,,,,,,,,,"3.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.01.2021","TRD140721T18",104,39,,,,,,,,,,"4.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.01.2021","TRD140721T18",104,42,,,,,,,,,,"5.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.01.2021","TRD140721T18",104,44,,,,,,,,,,"6.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.01.2021","TRD140721T18",104,47,,,,,,,,,,"7.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8.01.2021","TRD140721T18",104,5,,,,,,,,,,"8.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9.01.2021","TRD140721T18",104,52,,,,,,,,,,"9.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.01.2021","TRD140721T18",104,55,,,,,,,,,,"10.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.01.2021","TRD140721T18",104,57,,,,,,,,,,"11.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.01.2021","TRD140721T18",104,6,,,,,,,,,,"12.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.01.2021","TRD140721T18",100,,,,,,,,,,"13.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14.01.2021","TRD140721T18",100,02,,,,,,,,,,"14.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.01.2021","TRD140721T18",100,04,,,,,,,,,,"15.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
